,6000,6037,6059,6073,6999,8000,8001,8005,8031,8041,8059,8999,12000,12095,12999,13000,13067,13089,13121,13135,13999,17000,17031,17043,17999,26000,26125,26163,26999,34000,34003,34017,34023,34999,36000,36047,36061,36081,36999,37000,37119,37183,37999,39000,39035,39049,39999,42000,42003,42101,42999,48000,48113,48201,48453,48999,53000,53033,53053,53061,53999,98000,199000,199909,199923,199925,199933,199944,199950,299000,299918,299919,299920,299927,299929,299931,299938,299946,299955,399000,399901,399905,399910,399911,399921,399922,399924,399928,399940,399945,399947,399951,399954,499000,499904,499915,499916,499930,499932,499935,499941,499949,499956
6000,0,58557,38000,25360,337503,8748,459,1079,1936,1897,768,2609,7571,889,6682,3849,537,646,1141,564,961,5321,3973,406,942,1932,648,497,787,2092,341,464,279,1008,10691,2768,4897,1058,1968,3947,857,875,2215,1742,452,646,644,2050,568,796,686,22977,2848,3881,4018,12230,18185,8911,2278,1716,5280,12929,5634,1050,176,3877,159,312,60,6178,862,274,700,1722,1106,557,96,98,763,12100,323,441,102,1458,353,714,2031,106,1038,897,2064,2573,0,69107,19595,4713,3090,402,20631,1295,14564,4745,72
6037,77924,0,20065,5711,52148,2311,176,339,513,347,205,731,2557,321,2236,1636,222,257,442,237,478,1646,1196,144,306,679,212,162,305,1029,167,215,94,553,4357,1056,1858,457,986,1004,232,209,563,717,147,203,367,762,182,268,312,6618,912,1138,1023,3545,3997,1978,439,373,1207,2428,1889,404,57,1235,72,86,35,2339,407,132,314,529,392,186,50,49,280,4252,157,224,49,393,145,398,628,27,353,322,836,720,0,16696,4475,1007,547,149,6041,478,2760,1219,20
6059,38258,16561,0,3715,17982,994,75,122,174,186,96,341,769,122,647,307,53,37,101,67,49,430,289,52,89,239,82,62,95,204,39,46,38,81,696,138,332,86,140,355,101,79,175,138,38,73,27,161,49,49,63,2355,341,382,322,1310,1700,789,188,190,533,810,412,101,0,290,0,21,0,587,82,28,82,167,119,45,0,0,64,1157,48,58,21,113,53,36,173,0,110,88,217,240,0,6436,2058,438,350,49,1626,128,1145,642,0
6073,25390,5066,3341,0,16983,1458,82,156,272,301,140,507,2209,165,2044,530,83,88,113,95,151,1006,540,93,373,454,121,88,245,476,48,59,59,310,1133,210,325,124,474,1137,111,137,889,405,92,136,177,423,93,100,230,3711,394,535,443,2339,2809,977,292,286,1254,2663,1246,269,77,695,67,138,0,1620,258,94,128,379,309,176,26,49,201,3265,118,99,32,191,84,199,624,79,210,421,440,768,0,9486,3369,1022,443,132,1889,282,1629,690,30
6999,317848,36930,14594,15934,0,3985,126,462,977,1063,327,1030,2036,281,1755,1376,179,264,485,165,283,2239,1948,117,174,560,233,185,142,383,87,144,88,64,4505,1364,2382,391,368,1451,413,450,588,482,175,234,73,704,244,379,81,10293,1201,1826,2230,5036,9679,5167,1359,867,2286,7028,2087,276,42,1657,20,67,25,1632,115,20,176,647,286,150,20,0,218,3426,0,60,0,761,71,81,606,0,365,66,571,845,0,36489,9693,2246,1750,72,11075,407,9030,2194,22
8000,5897,1578,591,1222,2506,0,14207,19693,22217,4885,16408,36123,2330,246,2084,828,102,96,217,101,312,869,715,71,83,291,110,81,100,46,0,21,0,25,589,149,307,24,109,719,152,173,394,366,66,155,145,171,104,67,0,5197,598,901,655,3043,2061,1004,491,192,374,2194,406,32,21,332,0,21,0,2446,96,151,500,458,419,467,26,167,162,2424,113,76,0,159,86,91,198,107,602,150,428,414,0,9466,3930,450,244,283,1301,941,875,802,640
8001,315,98,31,79,107,12801,0,2620,3224,344,3026,3587,102,0,102,20,0,0,0,20,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,39,74,42,224,98,49,27,22,0,67,0,0,0,0,0,0,0,180,0,26,31,48,33,22,0,20,0,51,0,0,0,0,0,0,0,0,51,0,0,0,0,709,359,0,22,22,111,59,22,75,39
8005,822,237,102,171,312,19621,2810,0,8223,742,2627,5219,411,43,368,145,37,32,48,28,0,106,106,0,0,50,27,23,0,0,0,0,0,0,41,0,41,0,0,107,43,43,21,49,0,29,20,23,23,0,0,804,115,152,75,462,251,116,37,34,64,226,37,0,0,37,0,0,0,395,21,32,80,75,68,74,0,45,0,184,0,0,0,0,0,0,26,0,62,0,53,43,0,1315,571,53,25,45,239,124,96,112,50
8031,1516,414,154,253,695,25730,4404,9537,0,583,6573,4633,433,60,373,192,36,44,91,21,0,335,280,31,24,158,62,37,59,21,0,21,0,0,301,95,136,24,46,139,48,43,48,139,42,55,42,98,52,46,0,951,175,225,191,360,433,312,50,31,40,233,204,32,21,130,0,21,0,650,42,48,81,147,115,86,0,45,86,582,0,0,0,99,21,39,55,0,110,30,145,83,0,1515,537,92,40,54,199,158,262,98,75
8041,1201,238,77,199,687,4877,293,696,758,0,386,2713,921,75,846,421,29,20,28,32,312,162,83,20,59,62,21,21,20,25,0,0,0,25,83,0,20,0,63,381,38,42,301,135,24,28,83,50,29,21,0,1613,90,162,94,1267,689,110,305,47,227,883,59,0,0,59,0,0,0,718,33,25,196,64,153,135,26,35,51,1332,113,76,0,24,65,52,93,107,289,120,159,234,0,1860,720,229,72,21,243,202,156,165,52
8059,480,131,59,135,155,15684,3670,2450,4954,458,0,4152,243,20,223,0,0,0,0,0,0,82,62,20,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,22,0,22,0,23,0,23,0,0,0,0,0,462,59,93,65,245,159,79,30,27,23,121,0,0,0,0,0,0,0,224,0,20,57,42,27,53,0,0,25,89,0,0,0,0,0,0,0,0,64,0,25,0,0,1020,439,35,31,69,135,116,95,54,46
8999,1563,460,168,385,550,34851,3030,4390,5058,2758,3796,0,220,48,172,50,0,0,50,0,0,143,143,0,0,21,0,0,21,0,0,0,0,0,131,54,77,0,0,70,23,23,24,20,0,20,0,0,0,0,0,988,120,195,188,485,431,338,42,31,20,664,106,0,0,106,0,0,0,279,0,0,55,82,23,97,0,22,0,186,0,0,0,36,0,0,24,0,26,0,46,54,0,3047,1304,41,54,72,374,282,244,298,378
12000,7428,2493,618,2292,2025,3146,105,440,859,1006,293,443,0,24349,216070,9005,1384,1207,2179,1319,2916,2747,2136,302,309,1503,566,517,420,2595,328,313,267,1687,7999,1480,1627,1164,3728,5181,1657,1212,2312,2083,517,781,785,2147,522,596,1029,9410,1298,2075,2087,3950,1947,1135,372,156,284,6551,5181,1435,123,3024,263,336,0,1919,531,41,149,342,476,84,0,0,296,11765,1860,0,221,566,498,526,1664,265,281,1939,2166,1779,0,5651,2316,799,0,0,1615,256,424,241,0
12095,980,351,103,173,353,405,27,66,105,73,52,82,27177,0,27177,1022,180,145,286,131,280,358,290,30,38,156,60,46,50,385,51,69,44,221,1058,203,168,194,493,540,169,120,251,275,68,81,126,318,58,99,161,1086,162,228,185,511,237,148,45,23,21,1212,651,191,0,420,0,40,0,266,52,0,28,35,67,25,0,0,59,1400,104,0,26,85,70,90,186,0,60,247,305,227,0,596,210,66,0,0,177,24,71,48,0
12999,6448,2142,515,2119,1672,2741,78,374,754,933,241,361,213242,24349,0,7983,1204,1062,1893,1188,2636,2389,1846,272,271,1347,506,471,370,2210,277,244,223,1466,6941,1277,1459,970,3235,4641,1488,1092,2061,1808,449,700,659,1829,464,497,868,8324,1136,1847,1902,3439,1710,987,327,133,263,5339,4530,1244,123,2604,263,296,0,1653,479,41,121,307,409,59,0,0,237,10365,1756,0,195,481,428,436,1478,265,221,1692,1861,1552,0,5055,2106,733,0,0,1438,232,353,193,0
13000,3561,1272,242,557,1490,1085,0,133,326,500,33,93,8942,902,8040,0,15687,20489,26535,15983,100980,1088,970,64,54,516,204,249,63,473,76,147,127,123,1954,513,657,269,515,2804,964,492,1348,713,188,309,216,522,183,271,68,4733,670,994,731,2338,1064,614,317,20,113,2964,692,230,0,441,0,21,0,968,161,27,163,218,244,0,0,0,155,12400,3052,73,70,385,252,491,833,0,40,3297,3248,659,0,2075,766,595,0,0,419,21,177,97,0
13067,532,184,46,84,218,162,0,28,69,42,0,23,1418,123,1295,17320,0,1974,4964,1282,9100,163,138,25,0,89,43,46,0,82,20,22,20,20,214,54,77,40,43,382,134,93,155,109,38,49,22,64,40,24,0,655,101,152,110,292,156,111,25,20,0,168,101,47,0,54,0,0,0,127,24,0,0,35,25,0,0,0,43,1260,260,0,0,47,30,78,115,0,20,269,336,105,0,269,127,23,0,0,67,0,52,0,0
13089,689,241,41,94,313,136,0,39,74,23,0,0,1042,124,918,22352,2097,0,8543,5605,6107,197,197,0,0,120,30,68,22,113,21,30,30,32,403,118,123,67,95,436,166,93,177,227,47,104,76,134,51,83,0,602,150,141,130,181,172,144,28,0,0,183,171,24,0,126,0,21,0,230,42,27,0,77,53,0,0,0,31,1427,223,22,20,106,77,127,203,0,0,230,296,123,0,247,97,29,0,0,59,0,39,23,0
13121,1370,445,86,166,673,319,0,40,150,26,33,70,1912,178,1734,28964,5091,8978,0,3447,11448,471,399,39,33,189,66,82,41,196,35,67,47,47,827,190,362,80,195,707,273,130,304,246,73,77,96,255,72,115,68,1066,221,231,212,402,258,234,24,0,0,344,327,114,0,213,0,0,0,261,59,0,0,74,70,0,0,0,58,2280,342,51,30,170,83,160,254,0,0,430,507,253,0,445,182,34,0,0,93,21,86,29,0
13135,520,185,69,61,205,99,0,26,33,40,0,0,1492,151,1341,16962,1250,4418,3225,0,8069,148,127,0,21,58,28,30,0,82,0,28,30,24,340,87,68,82,103,352,134,67,151,101,30,49,22,46,20,26,0,690,133,160,85,312,90,90,0,0,0,181,48,0,0,48,0,0,0,121,36,0,0,32,30,0,0,0,23,1271,235,0,20,37,42,71,135,0,0,373,273,85,0,235,96,29,0,0,89,0,0,21,0
13999,450,217,0,152,81,369,0,0,0,369,0,0,3078,326,2752,94119,7249,5119,9803,5649,0,109,109,0,0,60,37,23,0,0,0,0,0,0,170,64,27,0,79,927,257,109,561,30,0,30,0,23,0,23,0,1720,65,310,194,1151,388,35,240,0,113,2088,45,45,0,0,0,0,0,229,0,0,163,0,66,0,0,0,0,6162,1992,0,0,25,20,55,126,0,20,1995,1836,93,0,879,264,480,0,0,111,0,0,24,0
17000,9961,3208,829,1593,4331,3027,97,255,1283,337,346,709,7083,555,6528,2176,374,342,751,330,379,0,28318,18289,80998,3300,812,462,2026,836,90,212,158,376,2909,796,1348,260,505,1402,521,377,504,1863,423,581,859,731,249,248,234,7169,1342,1458,1177,3192,1876,1451,132,106,187,2927,1715,357,53,1199,24,82,0,22409,7785,2793,280,1540,3153,170,31,25,6632,4952,216,161,43,568,458,233,510,82,205,356,1420,700,0,7623,4627,325,44,0,1507,155,724,241,0
17031,7332,2413,551,911,3457,2004,76,191,928,131,204,474,4125,381,3744,1701,252,293,563,239,354,35400,0,11813,23587,2597,562,350,1685,770,90,212,117,351,2696,709,1222,260,505,1104,374,246,484,1575,344,410,821,668,208,248,212,4529,847,912,826,1944,1431,1070,111,85,165,1468,1485,310,53,1016,24,82,0,12357,6051,963,209,1255,718,170,31,25,2935,3954,216,161,43,480,294,233,452,82,178,309,958,548,0,4223,2100,225,44,0,902,134,627,191,0
17043,864,259,104,120,381,371,21,41,106,48,53,102,890,64,826,165,39,29,61,36,0,18405,9573,0,8832,395,111,57,227,21,0,0,21,0,93,37,56,0,0,123,81,42,0,132,33,61,38,63,41,0,22,780,136,128,109,407,131,131,0,0,0,240,85,21,0,64,0,0,0,1101,375,68,27,118,113,0,0,0,400,327,0,0,0,38,32,0,25,0,27,0,138,67,0,837,549,29,0,0,155,21,53,30,0
