,6000,6037,6059,6073,6999,8000,8011,8025,8113,8125,8999,12000,12999,13000,13037,13065,13259,13303,13315,13317,13999,17000,17031,17153,17999,25000,25999,26000,26013,26153,26999,34000,34999,36000,36047,36061,36081,36999,37000,37177,37999,39000,39999,42000,42999,48000,48079,48113,48151,48201,48333,48357,48359,48383,48413,48417,48429,48453,48999,51000,51017,51045,51999,199000,199909,199923,199933,199944,199950,299000,299918,299919,299920,299927,299929,299931,299938,299946,299955,399000,399901,399905,399910,399911,399921,399922,399924,399928,399940,399945,399947,399954,499000,499902,499904,499915,499916,499930,499932,499935,499941,499949,499953,499956
6000,0,58557,38000,25360,337503,8852,0,0,0,0,8852,8797,8797,3849,0,0,0,0,0,0,3849,5321,3973,0,1348,3877,3877,1932,0,0,1932,2092,2092,10691,2768,4897,1058,1968,3947,0,3947,1742,1742,2050,2050,22977,0,2848,0,3881,0,0,0,0,0,0,0,4018,12230,4386,0,0,4386,1757,1050,176,159,312,60,6347,862,274,700,1722,1275,557,96,98,763,9812,323,441,102,1458,353,714,2316,106,1038,897,2064,0,88056,488,19652,4713,3090,402,20850,1295,14564,4745,18185,72
6037,77924,0,20065,5711,52148,2357,0,0,0,0,2357,3081,3081,1636,0,0,0,0,0,0,1636,1646,1196,0,450,1235,1235,679,0,0,679,1029,1029,4357,1056,1858,457,986,1004,0,1004,717,717,762,762,6618,0,912,0,1138,0,0,0,0,0,0,0,1023,3545,1009,0,0,1009,654,404,57,72,86,35,2421,407,132,314,529,474,186,50,49,280,3634,157,224,49,393,145,398,730,27,353,322,836,0,20885,146,4475,1007,547,149,6087,478,2760,1219,3997,20
6059,38258,16561,0,3715,17982,1025,0,0,0,0,1025,867,867,307,0,0,0,0,0,0,307,430,289,0,141,290,290,239,0,0,239,204,204,696,138,332,86,140,355,0,355,138,138,161,161,2355,0,341,0,382,0,0,0,0,0,0,0,322,1310,324,0,0,324,122,101,0,0,21,0,611,82,28,82,167,143,45,0,0,64,945,48,58,21,113,53,36,201,0,110,88,217,0,8185,28,2058,438,350,49,1647,128,1145,642,1700,0
6073,25390,5066,3341,0,16983,1485,0,0,0,0,1485,2390,2390,530,0,0,0,0,0,0,530,1006,540,0,466,695,695,454,0,0,454,476,476,1133,210,325,124,474,1137,0,1137,405,405,423,423,3711,0,394,0,535,0,0,0,0,0,0,0,443,2339,1853,0,0,1853,551,269,77,67,138,0,1661,258,94,128,379,350,176,26,49,201,2546,118,99,32,191,84,199,673,79,210,421,440,0,12432,112,3369,1022,443,132,1914,282,1629,690,2809,30
6999,317848,36930,14594,15934,0,3985,0,0,0,0,3985,2459,2459,1376,0,0,0,0,0,0,1376,2239,1948,0,291,1657,1657,560,0,0,560,383,383,4505,1364,2382,391,368,1451,0,1451,482,482,704,704,10293,0,1201,0,1826,0,0,0,0,0,0,0,2230,5036,1200,0,0,1200,430,276,42,20,67,25,1654,115,20,176,647,308,150,20,0,218,2687,0,60,0,761,71,81,712,0,365,66,571,0,46554,202,9750,2246,1750,72,11202,407,9030,2194,9679,22
8000,5922,1578,591,1247,2506,0,0,0,0,0,119922,2474,2474,828,0,0,0,0,0,0,828,869,715,0,154,332,332,291,0,0,291,46,46,589,149,307,24,109,719,0,719,366,366,171,171,5197,0,598,0,901,0,0,0,0,0,0,0,655,3043,592,0,0,592,74,32,21,0,21,0,2474,96,151,500,458,447,467,26,167,162,2032,113,76,0,159,86,91,220,107,602,150,428,0,11791,183,3967,450,244,283,1321,941,875,802,2085,640
8011,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8025,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,0,0,0,0,0,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
